high_season,min_diff,delay_15,period_day
0,3,0,afternoon
0,-1,0,afternoon
0,-1,0,afternoon
0,23,1,afternoon
0,105,1,afternoon
0,94,1,afternoon
0,51,1,afternoon
0,66,1,afternoon
0,24,1,afternoon
0,9,0,afternoon
0,6,0,afternoon
0,12,0,afternoon
0,44,1,afternoon
0,5,0,afternoon
0,7,0,afternoon
0,114,1,afternoon
0,16,1,afternoon
0,7,0,afternoon
0,1,0,afternoon
0,-2,0,afternoon
0,-2,0,afternoon
0,8,0,afternoon
0,2,0,morning
0,0,0,morning
0,5,0,morning
0,3,0,morning
0,-2,0,morning
0,-3,0,morning
0,1,0,morning
0,-5,0,morning
0,6,0,morning
0,50,1,morning
0,10,0,morning
0,-3,0,morning
0,2,0,morning
0,-3,0,morning
0,49,1,morning
0,-1,0,morning
0,16,1,morning
0,0,0,morning
0,0,0,morning
0,-5,0,morning
0,4,0,morning
0,-2,0,morning
0,-2,0,morning
0,8,0,morning
0,26,1,morning
0,7,0,morning
0,1,0,morning
0,0,0,morning
0,4,0,morning
0,-1,0,morning
0,-3,0,morning
0,3,0,morning
0,8,0,morning
0,-1,0,morning
0,0,0,morning
0,13,0,morning
0,19,1,morning
0,46,1,morning
0,6,0,morning
0,8,0,morning
0,-3,0,morning
0,48,1,morning
0,4,0,morning
0,20,1,morning
0,16,1,morning
0,23,1,morning
0,17,1,morning
0,8,0,morning
0,-2,0,morning
0,7,0,morning
0,-2,0,morning
0,3,0,morning
0,43,1,morning
0,0,0,afternoon
0,5,0,afternoon
0,-2,0,afternoon
0,0,0,afternoon
0,-3,0,afternoon
0,-2,0,afternoon
0,43,1,afternoon
0,-3,0,afternoon
0,0,0,afternoon
0,4,0,afternoon
0,4,0,afternoon
0,12,0,afternoon
0,-3,0,afternoon
0,12,0,afternoon
0,1,0,afternoon
0,-2,0,afternoon
0,0,0,afternoon
0,0,0,night
0,6,0,night
0,3,0,night
0,23,1,night
0,9,0,night
0,5,0,night
0,15,0,night
0,2,0,night
0,12,0,night
0,28,1,night
0,5,0,night
0,1,0,night
0,10,0,night
0,7,0,night
0,-4,0,night
0,6,0,night
0,2,0,night
0,-1,0,night
0,15,0,night
0,9,0,night
0,-1,0,night
0,2,0,night
0,-3,0,night
0,3,0,night
0,-1,0,night
0,3,0,afternoon
0,1,0,afternoon
0,4,0,afternoon
0,7,0,morning
0,85,1,afternoon
0,7,0,afternoon
0,-2,0,afternoon
0,15,0,morning
0,-5,0,afternoon
0,9,0,afternoon
0,-2,0,afternoon
0,-2,0,afternoon
0,0,0,afternoon
0,-2,0,morning
0,15,0,morning
0,2,0,morning
0,9,0,morning
0,-1,0,morning
0,-3,0,morning
0,5,0,morning
0,-2,0,morning
0,66,1,morning
0,1,0,morning
0,1,0,morning
0,16,1,morning
0,89,1,morning
0,20,1,morning
0,-4,0,morning
0,50,1,morning
0,0,0,morning
0,45,1,morning
0,-4,0,morning
0,2,0,morning
0,0,0,morning
0,3,0,morning
0,83,1,morning
0,34,1,morning
0,-2,0,morning
0,-9,0,morning
0,-1,0,morning
0,-1,0,morning
0,0,0,morning
0,-3,0,afternoon
0,53,1,afternoon
0,5,0,afternoon
0,1,0,afternoon
0,10,0,afternoon
0,6,0,afternoon
0,-3,0,afternoon
0,1,0,afternoon
0,4,0,afternoon
0,56,1,afternoon
0,18,1,afternoon
0,79,1,afternoon
0,0,0,afternoon
0,-1,0,afternoon
0,17,1,afternoon
0,2,0,afternoon
0,-3,0,afternoon
0,33,1,afternoon
0,0,0,afternoon
0,19,1,afternoon
0,11,0,afternoon
0,4,0,afternoon
0,2,0,afternoon
0,12,0,afternoon
0,2,0,afternoon
0,-3,0,afternoon
0,2,0,afternoon
0,-2,0,afternoon
0,3,0,afternoon
0,-4,0,afternoon
0,0,0,morning
0,0,0,morning
0,12,0,morning
0,-2,0,morning
0,18,1,morning
0,12,0,morning
0,-1,0,morning
0,-1,0,morning
0,36,1,morning
0,24,1,morning
0,4,0,morning
0,-3,0,morning
0,18,1,morning
0,6,0,morning
0,-2,0,morning
0,-4,0,morning
0,30,1,morning
0,-2,0,morning
0,0,0,morning
0,14,0,morning
0,4,0,morning
0,-2,0,morning
0,4,0,morning
0,34,1,morning
0,119,1,morning
0,1,0,morning
0,16,1,morning
0,-1,0,morning
0,-3,0,morning
0,2,0,morning
0,7,0,afternoon
0,3,0,night
0,9,0,afternoon
0,3,0,afternoon
0,86,1,afternoon
0,-2,0,afternoon
0,1,0,afternoon
0,1,0,afternoon
0,7,0,afternoon
0,8,0,afternoon
0,100,1,afternoon
0,19,1,afternoon
0,3,0,afternoon
0,8,0,afternoon
0,10,0,afternoon
0,1,0,afternoon
0,30,1,afternoon
0,109,1,afternoon
0,-4,0,afternoon
0,-3,0,afternoon
0,-3,0,afternoon
0,0,0,afternoon
0,-3,0,afternoon
0,-5,0,afternoon
0,-4,0,afternoon
0,9,0,morning
0,-6,0,morning
0,0,0,morning
0,23,1,morning
0,-3,0,morning
0,3,0,morning
0,-7,0,morning
0,-4,0,afternoon
0,0,0,morning
0,2,0,morning
0,2,0,morning
0,-3,0,morning
0,4,0,morning
0,2,0,morning
0,35,1,morning
0,-6,0,morning
0,12,0,morning
0,-2,0,morning
0,-1,0,morning
0,14,0,morning
0,0,0,morning
0,0,0,morning
0,1,0,morning
0,-1,0,morning
0,6,0,morning
0,0,0,morning
0,-2,0,morning
0,-4,0,morning
0,4,0,morning
0,-3,0,morning
0,-2,0,morning
0,-3,0,morning
0,3,0,morning
0,2,0,morning
0,48,1,morning
0,39,1,morning
0,22,1,morning
0,-2,0,morning
0,34,1,morning
0,23,1,morning
0,9,0,morning
0,-3,0,morning
0,16,1,morning
0,0,0,morning
0,2,0,morning
0,37,1,morning
0,-2,0,afternoon
0,-3,0,afternoon
0,0,0,afternoon
0,1,0,afternoon
0,3,0,afternoon
0,73,1,afternoon
0,-1,0,afternoon
0,1,0,afternoon
0,8,0,afternoon
0,1,0,afternoon
0,30,1,afternoon
0,109,1,afternoon
0,21,1,afternoon
0,45,1,afternoon
0,9,0,afternoon
0,-2,0,afternoon
0,10,0,afternoon
0,1,0,afternoon
0,3,0,afternoon
0,-2,0,afternoon
0,2,0,afternoon
0,-6,0,afternoon
0,0,0,afternoon
0,-5,0,afternoon
0,109,1,afternoon
0,21,1,afternoon
0,1,0,afternoon
0,-5,0,afternoon
0,13,0,afternoon
0,-4,0,afternoon
0,5,0,afternoon
0,-5,0,afternoon
0,-2,0,afternoon
0,14,0,afternoon
0,20,1,afternoon
0,14,0,afternoon
0,22,1,afternoon
0,-6,0,afternoon
0,-6,0,afternoon
0,59,1,afternoon
0,34,1,afternoon
0,95,1,afternoon
0,-3,0,afternoon
0,10,0,afternoon
0,4,0,afternoon
0,26,1,afternoon
0,-7,0,afternoon
0,153,1,afternoon
0,26,1,afternoon
0,0,0,afternoon
0,-3,0,afternoon
0,12,0,afternoon
0,1,0,afternoon
0,19,1,afternoon
0,13,0,afternoon
0,8,0,afternoon
0,-4,0,afternoon
0,-6,0,afternoon
0,3,0,afternoon
0,42,1,night
0,17,1,afternoon
0,0,0,afternoon
0,0,0,afternoon
0,19,1,afternoon
0,45,1,afternoon
0,11,0,afternoon
0,-2,0,afternoon
0,12,0,afternoon
0,19,1,afternoon
0,31,1,afternoon
0,19,1,afternoon
0,-2,0,afternoon
0,6,0,afternoon
0,15,0,afternoon
0,15,0,afternoon
0,57,1,afternoon
0,8,0,afternoon
0,-5,0,afternoon
0,3,0,afternoon
0,43,1,afternoon
0,9,0,afternoon
0,14,0,afternoon
0,4,0,afternoon
0,3,0,afternoon
0,1,0,morning
0,-3,0,morning
0,0,0,morning
0,0,0,morning
0,14,0,morning
0,17,1,morning
0,0,0,morning
0,3,0,morning
0,-3,0,morning
0,-1,0,morning
0,-1,0,morning
0,0,0,morning
0,-3,0,morning
0,-2,0,morning
0,12,0,morning
0,0,0,morning
0,10,0,morning
0,16,1,morning
0,3,0,morning
0,-1,0,morning
0,18,1,morning
0,48,1,morning
0,-3,0,morning
0,1,0,morning
0,0,0,morning
0,4,0,morning
0,22,1,morning
0,9,0,morning
0,-5,0,morning
0,3,0,morning
0,7,0,morning
0,-3,0,morning
0,6,0,morning
0,0,0,morning
0,-2,0,morning
0,0,0,morning
0,-3,0,morning
0,7,0,afternoon
0,4,0,afternoon
0,-2,0,afternoon
0,15,0,afternoon
0,11,0,afternoon
0,1,0,afternoon
0,6,0,afternoon
0,54,1,afternoon
0,37,1,afternoon
0,7,0,afternoon
0,18,1,afternoon
0,20,1,afternoon
0,4,0,afternoon
0,4,0,afternoon
0,17,1,afternoon
0,24,1,afternoon
0,-1,0,afternoon
0,14,0,afternoon
0,28,1,afternoon
0,1,0,afternoon
0,0,0,afternoon
0,14,0,afternoon
0,127,1,afternoon
0,9,0,afternoon
0,18,1,afternoon
0,19,1,afternoon
0,4,0,afternoon
0,3,0,afternoon
0,41,1,afternoon
0,5,0,afternoon
0,-3,0,afternoon
0,5,0,afternoon
0,1,0,afternoon
0,9,0,afternoon
0,6,0,afternoon
0,20,1,afternoon
0,-1,0,afternoon
0,27,1,afternoon
0,6,0,afternoon
0,1,0,afternoon
0,-1,0,afternoon
0,11,0,afternoon
0,17,1,afternoon
0,102,1,afternoon
0,-1,0,afternoon
0,46,1,afternoon
0,34,1,afternoon
0,104,1,afternoon
0,8,0,afternoon
0,-1,0,afternoon
0,29,1,afternoon
0,3,0,afternoon
0,9,0,afternoon
0,-4,0,afternoon
0,3,0,afternoon
0,-1,0,afternoon
0,7,0,afternoon
0,0,0,afternoon
0,8,0,afternoon
0,14,0,afternoon
0,0,0,afternoon
0,0,0,night
0,3,0,night
0,6,0,night
0,1,0,night
0,-2,0,night
0,18,1,night
0,49,1,night
0,49,1,night
0,8,0,night
0,21,1,night
0,41,1,night
0,62,1,night
0,156,1,night
0,8,0,night
0,-2,0,night
0,1,0,night
0,-2,0,night
0,7,0,night
0,8,0,night
0,1,0,night
0,5,0,morning
0,0,0,morning
0,0,0,morning
0,2,0,morning
0,0,0,morning
0,0,0,morning
0,2,0,morning
0,4,0,morning
0,0,0,morning
0,-2,0,morning
0,-1,0,morning
0,35,1,morning
0,-3,0,morning
0,7,0,morning
0,2,0,morning
0,17,1,morning
0,-1,0,morning
0,0,0,morning
0,10,0,morning
0,4,0,morning
0,3,0,morning
0,-1,0,morning
0,-3,0,morning
0,1,0,morning
0,6,0,morning
0,0,0,morning
0,-6,0,morning
0,-7,0,morning
0,-5,0,morning
0,-3,0,morning
0,-4,0,morning
0,0,0,morning
0,3,0,morning
0,19,1,morning
0,35,1,morning
0,5,0,morning
0,-1,0,afternoon
0,20,1,afternoon
0,26,1,morning
0,10,0,morning
0,1,0,morning
0,26,1,morning
0,41,1,afternoon
0,1,0,afternoon
0,40,1,morning
0,13,0,morning
0,22,1,morning
0,13,0,morning
0,4,0,afternoon
0,3,0,afternoon
0,79,1,morning
0,-3,0,morning
0,21,1,morning
0,11,0,morning
0,2,0,afternoon
0,4,0,afternoon
0,31,1,afternoon
0,0,0,afternoon
0,13,0,afternoon
0,14,0,afternoon
0,53,1,afternoon
0,-1,0,night
0,-5,0,afternoon
0,7,0,afternoon
0,3,0,afternoon
0,1,0,afternoon
0,104,1,afternoon
0,8,0,afternoon
0,3,0,afternoon
0,21,1,afternoon
0,66,1,afternoon
0,24,1,afternoon
0,13,0,afternoon
0,89,1,afternoon
0,3,0,afternoon
0,-3,0,afternoon
0,-1,0,night
0,65,1,night
0,61,1,afternoon
0,3,0,night
0,8,0,night
0,121,1,night
0,2,0,afternoon
0,48,1,night
0,-2,0,night
0,11,0,night
0,19,1,afternoon
0,5,0,night
0,11,0,night
0,14,0,night
0,6,0,afternoon
0,-4,0,night
0,1,0,night
0,3,0,night
0,-4,0,night
0,90,1,night
0,9,0,night
0,10,0,night
0,12,0,night
0,4,0,night
0,27,1,night
0,98,1,night
0,7,0,night
0,8,0,night
0,8,0,night
0,0,0,night
0,6,0,night
0,16,1,night
0,22,1,night
0,-3,0,night
0,-3,0,night
0,2,0,night
0,95,1,night
0,-4,0,night
0,14,0,night
0,-1,0,night
0,6,0,night
0,8,0,night
0,-4,0,morning
0,-3,0,morning
0,-10,0,morning
0,-4,0,morning
0,-8,0,morning
0,44,1,morning
0,2,0,morning
0,2,0,morning
0,-3,0,morning
0,23,1,morning
0,-1,0,morning
0,5,0,morning
0,2,0,morning
0,27,1,morning
0,31,1,morning
0,3,0,morning
0,-3,0,morning
0,13,0,morning
0,2,0,morning
0,-1,0,morning
0,0,0,morning
0,-2,0,morning
0,-3,0,morning
0,-1,0,morning
0,16,1,morning
0,7,0,morning
0,-1,0,morning
0,-6,0,morning
0,4,0,morning
0,-2,0,morning
0,0,0,morning
0,1,0,afternoon
0,0,0,afternoon
0,1,0,afternoon
0,7,0,afternoon
0,-4,0,afternoon
0,37,1,afternoon
0,4,0,afternoon
0,-3,0,afternoon
0,25,1,afternoon
0,4,0,afternoon
0,5,0,afternoon
0,23,1,afternoon
0,1,0,afternoon
0,3,0,afternoon
0,15,0,afternoon
0,1,0,afternoon
0,4,0,afternoon
0,3,0,afternoon
0,-1,0,afternoon
0,10,0,afternoon
0,4,0,afternoon
0,3,0,afternoon
0,-1,0,afternoon
0,-1,0,afternoon
0,3,0,afternoon
0,-2,0,afternoon
0,-2,0,night
0,15,0,night
0,3,0,night
0,1,0,night
0,12,0,afternoon
0,11,0,night
0,108,1,night
0,16,1,night
0,23,1,afternoon
0,2,0,night
0,-1,0,night
0,-1,0,night
0,158,1,afternoon
0,-1,0,night
0,-1,0,night
0,-2,0,night
0,-4,0,night
0,4,0,night
0,5,0,night
0,2,0,afternoon
0,65,1,night
0,12,0,night
0,19,1,afternoon
0,0,0,night
0,3,0,night
0,26,1,afternoon
0,6,0,night
0,0,0,night
0,0,0,afternoon
0,89,1,night
0,13,0,night
0,7,0,night
0,10,0,night
0,1,0,morning
0,-4,0,morning
0,0,0,morning
0,5,0,morning
0,1,0,morning
0,-4,0,morning
0,0,0,morning
0,2,0,morning
0,-7,0,morning
0,7,0,morning
0,2,0,morning
0,20,1,morning
0,2,0,morning
0,-3,0,morning
0,12,0,morning
0,-1,0,morning
0,-2,0,morning
0,5,0,morning
0,2,0,morning
0,-4,0,morning
0,18,1,morning
0,7,0,morning
0,-10,0,morning
0,4,0,morning
0,13,0,morning
0,0,0,morning
0,5,0,morning
0,4,0,morning
0,4,0,morning
0,-1,0,morning
0,3,0,morning
0,43,1,night
0,17,1,night
0,16,1,night
0,34,1,night
0,15,0,night
0,45,1,night
0,0,0,night
0,33,1,night
0,30,1,night
0,33,1,night
0,-4,0,night
0,16,1,night
0,23,1,night
0,5,0,night
0,4,0,night
0,34,1,night
0,8,0,afternoon
0,8,0,afternoon
0,4,0,afternoon
0,11,0,afternoon
0,10,0,afternoon
0,11,0,afternoon
0,14,0,afternoon
0,8,0,afternoon
0,1,0,afternoon
0,24,1,afternoon
0,0,0,afternoon
0,23,1,afternoon
0,17,1,afternoon
0,15,0,afternoon
0,18,1,afternoon
0,19,1,afternoon
0,16,1,afternoon
0,23,1,afternoon
0,11,0,afternoon
0,31,1,afternoon
0,17,1,afternoon
0,28,1,afternoon
0,3,0,afternoon
0,33,1,afternoon
0,39,1,afternoon
0,30,1,afternoon
0,3,0,afternoon
0,19,1,afternoon
0,14,0,afternoon
0,9,0,afternoon
0,102,1,afternoon
0,2,0,afternoon
0,26,1,afternoon
0,7,0,afternoon
0,4,0,afternoon
0,-1,0,afternoon
0,32,1,afternoon
0,2,0,afternoon
0,-3,0,afternoon
0,1,0,afternoon
0,8,0,afternoon
0,23,1,afternoon
0,20,1,afternoon
0,9,0,afternoon
0,16,1,afternoon
0,-2,0,afternoon
0,-2,0,afternoon
0,15,0,afternoon
0,43,1,afternoon
0,129,1,afternoon
0,8,0,afternoon
0,20,1,afternoon
0,1,0,afternoon
0,-1,0,afternoon
0,11,0,afternoon
0,90,1,afternoon
0,5,0,afternoon
0,19,1,afternoon
0,8,0,afternoon
0,2,0,afternoon
0,-3,0,afternoon
0,122,1,afternoon
0,13,0,afternoon
0,20,1,afternoon
0,20,1,afternoon
0,10,0,afternoon
0,12,0,afternoon
0,11,0,afternoon
0,-3,0,afternoon
0,-1,0,afternoon
0,28,1,afternoon
0,-1,0,afternoon
0,50,1,afternoon
0,59,1,afternoon
0,45,1,afternoon
0,16,1,afternoon
0,17,1,afternoon
0,29,1,afternoon
0,59,1,afternoon
0,21,1,afternoon
0,18,1,afternoon
0,15,0,afternoon
0,31,1,afternoon
0,30,1,afternoon
0,29,1,afternoon
0,75,1,afternoon
0,24,1,afternoon
0,14,0,afternoon
0,31,1,afternoon
0,12,0,afternoon
0,21,1,afternoon
0,16,1,afternoon
0,-3,0,morning
0,18,1,night
0,1,0,morning
0,2,0,morning
0,8,0,morning
0,17,1,morning
0,2,0,morning
0,52,1,morning
0,15,0,morning
0,18,1,morning
0,20,1,morning
0,28,1,morning
0,19,1,morning
0,36,1,morning
0,1,0,morning
0,11,0,morning
0,23,1,morning
0,1,0,morning
0,35,1,morning
0,10,0,morning
0,7,0,morning
0,-1,0,morning
0,14,0,morning
0,34,1,night
0,7,0,night
0,70,1,night
0,82,1,night
0,36,1,night
0,-7,0,night
0,44,1,night
0,3,0,night
0,-1,0,afternoon
0,3,0,afternoon
0,-2,0,afternoon
0,-1,0,afternoon
0,9,0,afternoon
0,5,0,afternoon
0,3,0,afternoon
0,7,0,afternoon
0,26,1,afternoon
0,14,0,afternoon
0,3,0,afternoon
0,42,1,afternoon
0,3,0,afternoon
0,0,0,afternoon
0,-2,0,afternoon
0,2,0,afternoon
0,-4,0,afternoon
0,43,1,afternoon
0,-2,0,afternoon
0,-2,0,afternoon
0,8,0,afternoon
0,5,0,afternoon
0,0,0,afternoon
0,-1,0,afternoon
0,-2,0,afternoon
0,47,1,afternoon
0,17,1,afternoon
0,11,0,afternoon
0,-1,0,afternoon
0,-2,0,afternoon
0,1,0,afternoon
0,0,0,morning
0,2,0,morning
0,10,0,morning
0,2,0,morning
0,6,0,morning
0,9,0,morning
0,-1,0,morning
0,4,0,morning
0,-1,0,morning
0,10,0,morning
0,5,0,morning
0,17,1,morning
0,5,0,morning
0,12,0,morning
0,19,1,morning
0,0,0,morning
0,3,0,morning
0,6,0,morning
0,4,0,morning
0,17,1,morning
0,-4,0,morning
0,-4,0,morning
0,7,0,morning
0,-2,0,morning
0,14,0,morning
0,0,0,morning
0,1,0,morning
0,3,0,morning
0,-2,0,morning
0,2,0,morning
0,50,1,night
0,33,1,night
0,0,0,night
0,-2,0,night
0,19,1,night
0,48,1,night
0,2,0,night
0,14,0,night
0,21,1,night
0,4,0,night
0,1,0,night
0,-3,0,night
0,-2,0,night
0,-5,0,night
0,-4,0,night
0,7,0,night
0,4,0,morning
0,18,1,morning
0,-1,0,morning
0,3,0,morning
0,5,0,morning
0,17,1,morning
0,0,0,morning
0,5,0,morning
0,17,1,morning
0,98,1,morning
0,-2,0,morning
0,3,0,morning
0,-1,0,morning
0,2,0,morning
0,-6,0,morning
0,-4,0,morning
0,1,0,morning
0,1,0,morning
0,8,0,morning
0,10,0,morning
0,4,0,morning
0,17,1,morning
0,6,0,morning
0,4,0,morning
0,69,1,morning
0,18,1,morning
0,9,0,morning
0,5,0,morning
0,5,0,night
0,29,1,night
0,103,1,night
0,6,0,night
0,13,0,night
0,19,1,night
0,4,0,night
0,14,0,night
0,23,1,night
0,4,0,night
0,93,1,night
0,23,1,night
0,-2,0,morning
0,1,0,morning
0,3,0,morning
0,9,0,morning
0,70,1,afternoon
0,6,0,morning
0,2,0,morning
0,-4,0,morning
0,48,1,afternoon
0,108,1,morning
0,5,0,morning
0,11,0,morning
0,124,1,afternoon
0,8,0,morning
0,3,0,morning
0,16,1,morning
0,0,0,afternoon
0,0,0,morning
0,33,1,afternoon
0,7,0,afternoon
0,12,0,afternoon
0,1,0,afternoon
0,51,1,night
0,31,1,night
0,14,0,night
0,3,0,night
0,6,0,night
0,5,0,night
0,134,1,night
0,3,0,night
0,1,0,night
0,7,0,night
0,1,0,night
0,15,0,night
0,12,0,night
0,22,1,night
0,21,1,night
0,14,0,night
0,-3,0,night
0,4,0,night
0,2,0,night
0,-4,0,night
0,10,0,night
0,0,0,night
0,6,0,night
0,9,0,night
0,0,0,night
0,0,0,night
0,2,0,night
0,3,0,night
0,4,0,night
0,-3,0,night
0,8,0,night
0,2,0,night
0,2,0,night
0,3,0,night
0,-4,0,night
0,0,0,night
0,5,0,night
0,12,0,morning
0,1,0,morning
0,1,0,morning
0,15,0,morning
0,8,0,morning
0,20,1,morning
0,20,1,morning
0,35,1,morning
0,5,0,morning
0,16,1,morning
0,-5,0,morning
0,23,1,morning
0,6,0,morning
0,36,1,morning
0,8,0,morning
0,10,0,morning
0,4,0,morning
0,7,0,morning
0,73,1,morning
0,3,0,morning
0,21,1,morning
0,6,0,morning
0,9,0,afternoon
0,15,0,afternoon
0,1,0,afternoon
0,22,1,afternoon
0,2,0,afternoon
0,4,0,afternoon
0,9,0,afternoon
0,1,0,afternoon
0,-2,0,afternoon
0,16,1,afternoon
0,7,0,afternoon
0,4,0,afternoon
0,1,0,afternoon
0,7,0,afternoon
0,1,0,afternoon
0,0,0,afternoon
0,7,0,morning
0,9,0,morning
0,0,0,morning
0,10,0,morning
0,1,0,morning
0,5,0,morning
0,-1,0,morning
0,3,0,morning
0,5,0,morning
0,0,0,morning
0,15,0,morning
0,-2,0,morning
0,2,0,morning
0,4,0,morning
0,-2,0,morning
0,85,1,morning
0,26,1,morning
0,-1,0,morning
0,-4,0,morning
0,-1,0,morning
0,7,0,morning
0,9,0,morning
0,4,0,morning
0,20,1,morning
0,1,0,morning
0,-3,0,afternoon
0,5,0,morning
0,-3,0,morning
0,-2,0,morning
0,3,0,morning
0,2,0,afternoon
0,132,1,afternoon
0,5,0,morning
0,-1,0,morning
0,25,1,morning
0,68,1,morning
0,11,0,afternoon
0,4,0,afternoon
0,-3,0,morning
0,-2,0,morning
0,-2,0,morning
0,2,0,morning
0,2,0,afternoon
0,71,1,afternoon
0,14,0,morning
0,-2,0,morning
0,2,0,morning
0,18,1,afternoon
0,1,0,morning
0,5,0,morning
0,0,0,morning
0,32,1,morning
0,3,0,morning
0,5,0,morning
0,8,0,morning
0,4,0,morning
0,5,0,morning
0,161,1,morning
0,66,1,morning
0,0,0,morning
0,2,0,morning
0,7,0,morning
0,7,0,morning
0,15,0,morning
0,-3,0,morning
0,8,0,morning
0,5,0,morning
0,16,1,morning
0,13,0,morning
0,11,0,morning
0,-3,0,morning
0,120,1,morning
0,51,1,morning
0,6,0,morning
0,6,0,morning
0,1,0,morning
0,8,0,morning
0,-2,0,morning
0,0,0,night
0,4,0,morning
0,-2,0,night
0,51,1,morning
0,13,0,morning
0,12,0,night
0,22,1,morning
0,0,0,morning
0,2,0,night
0,0,0,morning
0,-5,0,morning
0,0,0,afternoon
0,3,0,morning
0,3,0,afternoon
0,138,1,morning
0,-3,0,afternoon
0,13,0,morning
0,-2,0,afternoon
0,-1,0,morning
0,1,0,afternoon
0,11,0,morning
0,10,0,morning
0,11,0,morning
0,30,1,afternoon
0,12,0,morning
0,-3,0,afternoon
0,1,0,afternoon
0,13,0,afternoon
0,6,0,morning
0,0,0,afternoon
0,12,0,afternoon
0,4,0,morning
0,56,1,afternoon
0,92,1,afternoon
0,1,0,afternoon
0,3,0,morning
0,-3,0,afternoon
0,11,0,afternoon
0,5,0,afternoon
0,-5,0,morning
0,-3,0,afternoon
0,10,0,afternoon
0,-6,0,afternoon
0,3,0,afternoon
0,-3,0,afternoon
0,-1,0,afternoon
0,2,0,afternoon
0,6,0,afternoon
0,-4,0,afternoon
0,76,1,afternoon
0,23,1,afternoon
0,9,0,afternoon
0,-2,0,afternoon
0,1,0,afternoon
0,88,1,afternoon
0,8,0,afternoon
0,1,0,afternoon
0,4,0,afternoon
0,82,1,afternoon
0,15,0,afternoon
0,-1,0,afternoon
0,24,1,afternoon
0,2,0,afternoon
0,4,0,afternoon
0,-1,0,afternoon
0,6,0,afternoon
0,-1,0,afternoon
0,0,0,afternoon
0,26,1,afternoon
0,-5,0,afternoon
0,1,0,afternoon
0,16,1,afternoon
0,6,0,afternoon
0,20,1,afternoon
0,26,1,afternoon
0,7,0,afternoon
0,5,0,afternoon
0,85,1,afternoon
0,-3,0,afternoon
0,5,0,afternoon
0,6,0,afternoon
0,37,1,afternoon
0,20,1,afternoon
0,-4,0,afternoon
0,-3,0,afternoon
0,4,0,afternoon
0,61,1,afternoon
0,9,0,afternoon
0,2,0,afternoon
0,29,1,afternoon
0,7,0,afternoon
0,2,0,afternoon
0,-4,0,afternoon
0,-1,0,afternoon
0,0,0,afternoon
0,2,0,afternoon
0,6,0,night
0,-1,0,night
0,2,0,night
0,4,0,night
0,34,1,night
0,7,0,night
0,0,0,night
0,-1,0,night
0,7,0,night
0,-2,0,night
0,0,0,night
0,15,0,morning
0,-3,0,morning
0,-1,0,morning
0,4,0,morning
0,4,0,morning
0,2,0,morning
0,35,1,morning
0,22,1,morning
0,7,0,morning
0,20,1,morning
0,14,0,morning
0,-1,0,morning
0,-5,0,morning
0,2,0,morning
0,0,0,morning
0,2,0,afternoon
0,-2,0,afternoon
0,8,0,morning
0,2,0,morning
0,3,0,morning
0,11,0,afternoon
0,0,0,afternoon
0,82,1,morning
0,0,0,morning
0,2,0,afternoon
0,-5,0,afternoon
0,-1,0,morning
0,13,0,morning
0,4,0,morning
0,-1,0,morning
0,54,1,afternoon
0,-2,0,afternoon
0,7,0,morning
0,6,0,morning
0,0,0,morning
0,24,1,morning
0,-5,0,morning
0,4,0,morning
0,21,1,morning
0,5,0,morning
0,10,0,morning
0,0,0,morning
0,-4,0,morning
0,-2,0,morning
0,2,0,morning
0,40,1,morning
0,9,0,morning
0,8,0,morning
0,1,0,morning
0,4,0,morning
0,3,0,morning
0,6,0,morning
0,9,0,morning
0,4,0,morning
0,-4,0,morning
0,1,0,morning
0,7,0,morning
0,4,0,morning
0,38,1,morning
0,4,0,morning
0,29,1,morning
0,22,1,morning
0,114,1,morning
0,9,0,morning
0,25,1,morning
0,3,0,morning
0,3,0,morning
0,7,0,morning
0,7,0,morning
0,29,1,morning
0,116,1,morning
0,3,0,morning
0,13,0,morning
0,12,0,morning
0,-1,0,morning
0,-3,0,morning
0,3,0,afternoon
0,-1,0,afternoon
0,-3,0,afternoon
0,31,1,afternoon
0,37,1,afternoon
0,-6,0,afternoon
0,1,0,afternoon
0,16,1,afternoon
0,-3,0,afternoon
0,6,0,afternoon
0,9,0,afternoon
0,-4,0,afternoon
0,4,0,afternoon
0,7,0,afternoon
0,-2,0,afternoon
0,-1,0,afternoon
0,24,1,afternoon
0,3,0,afternoon
0,9,0,afternoon
0,6,0,afternoon
0,-1,0,afternoon
0,8,0,afternoon
0,5,0,afternoon
0,1,0,afternoon
0,-4,0,afternoon
0,3,0,afternoon
0,4,0,afternoon
0,2,0,afternoon
0,11,0,afternoon
0,8,0,afternoon
0,4,0,afternoon
0,0,0,afternoon
0,4,0,afternoon
0,2,0,afternoon
0,3,0,afternoon
0,7,0,afternoon
0,28,1,afternoon
0,19,1,afternoon
0,90,1,afternoon
0,8,0,afternoon
0,5,0,afternoon
0,0,0,afternoon
0,1,0,afternoon
0,-7,0,afternoon
0,20,1,afternoon
0,0,0,afternoon
0,7,0,afternoon
0,3,0,afternoon
0,10,0,afternoon
0,4,0,afternoon
0,-3,0,afternoon
0,1,0,afternoon
0,37,1,afternoon
0,39,1,afternoon
0,14,0,afternoon
0,9,0,afternoon
0,68,1,afternoon
0,8,0,afternoon
0,43,1,afternoon
0,4,0,afternoon
0,0,0,afternoon
0,5,0,afternoon
