index,period_day,DIANOM-I,DIA-I,Month-I,high_season,TIPOVUELO,Emp-I,Des-I,delay_15
52975,morning,Tuesday,17,10,0,N,LAN,SCQP,0
52976,morning,Wednesday,18,10,0,N,LAN,SCQP,0
52978,morning,Friday,20,10,0,N,LAN,SCQP,0
52979,morning,Saturday,21,10,0,N,LAN,SCQP,0
52980,morning,Sunday,22,10,0,N,LAN,SCQP,0
52981,morning,Monday,23,10,0,N,LAN,SCQP,0
52982,morning,Tuesday,24,10,0,N,LAN,SCQP,0
52983,morning,Wednesday,25,10,0,N,LAN,SCQP,0
52984,morning,Thursday,26,10,0,N,LAN,SCQP,0
52985,morning,Friday,27,10,0,N,LAN,SCQP,0
52988,morning,Monday,30,10,0,N,LAN,SCQP,0
52989,morning,Tuesday,31,10,0,N,LAN,SCQP,0
52990,afternoon,Sunday,29,10,0,N,LAN,SCQP,0
52992,afternoon,Monday,2,10,0,N,LAN,SCQP,0
52993,morning,Tuesday,3,10,0,N,LAN,SCQP,0
52994,morning,Wednesday,4,10,0,N,LAN,SCQP,0
52995,morning,Thursday,5,10,0,N,LAN,SCQP,0
52996,morning,Friday,6,10,0,N,LAN,SCQP,0
52998,morning,Sunday,8,10,0,N,LAN,SCQP,0
52999,afternoon,Monday,9,10,0,N,LAN,SCQP,0
53001,morning,Thursday,12,10,0,N,LAN,SCQP,0
53003,afternoon,Saturday,14,10,0,N,LAN,SCQP,0
53004,morning,Sunday,15,10,0,N,LAN,SCQP,0
53006,morning,Tuesday,17,10,0,N,LAN,SCQP,0
53007,morning,Wednesday,18,10,0,N,LAN,SCQP,0
53008,morning,Thursday,19,10,0,N,LAN,SCQP,0
53009,morning,Friday,20,10,0,N,LAN,SCQP,0
53010,afternoon,Saturday,21,10,0,N,LAN,SCQP,0
53013,morning,Tuesday,24,10,0,N,LAN,SCQP,0
53014,morning,Wednesday,25,10,0,N,LAN,SCQP,0
53015,morning,Thursday,26,10,0,N,LAN,SCQP,0
53017,afternoon,Monday,30,10,0,N,LAN,SCQP,0
53019,afternoon,Sunday,1,10,0,N,LAN,SCQP,0
53023,afternoon,Monday,9,10,0,N,LAN,SCQP,0
53024,afternoon,Wednesday,11,10,0,N,LAN,SCQP,0
53027,afternoon,Sunday,15,10,0,N,LAN,SCQP,0
53028,afternoon,Monday,16,10,0,N,LAN,SCQP,0
53031,afternoon,Sunday,22,10,0,N,LAN,SCQP,0
53032,afternoon,Monday,23,10,0,N,LAN,SCQP,0
53034,afternoon,Sunday,29,10,0,N,LAN,SCQP,0
53035,afternoon,Sunday,1,10,0,N,LAN,SCQP,0
53040,afternoon,Friday,6,10,0,N,LAN,SCQP,0
53041,afternoon,Saturday,7,10,0,N,LAN,SCQP,0
53045,afternoon,Thursday,12,10,0,N,LAN,SCQP,0
53046,afternoon,Friday,13,10,0,N,LAN,SCQP,0
53047,afternoon,Saturday,14,10,0,N,LAN,SCQP,0
53048,afternoon,Sunday,15,10,0,N,LAN,SCQP,0
53050,afternoon,Tuesday,17,10,0,N,LAN,SCQP,0
53051,afternoon,Wednesday,18,10,0,N,LAN,SCQP,0
53052,afternoon,Thursday,19,10,0,N,LAN,SCQP,0
53053,afternoon,Friday,20,10,0,N,LAN,SCQP,0
53054,afternoon,Saturday,21,10,0,N,LAN,SCQP,0
53056,afternoon,Monday,23,10,0,N,LAN,SCQP,0
53057,afternoon,Tuesday,24,10,0,N,LAN,SCQP,0
53059,afternoon,Thursday,26,10,0,N,LAN,SCQP,0
53060,afternoon,Friday,27,10,0,N,LAN,SCQP,0
53061,afternoon,Saturday,28,10,0,N,LAN,SCQP,0
53062,afternoon,Sunday,29,10,0,N,LAN,SCQP,0
53063,afternoon,Monday,30,10,0,N,LAN,SCQP,0
53064,afternoon,Tuesday,31,10,0,N,LAN,SCQP,0
53065,afternoon,Sunday,1,10,0,N,LAN,SCVD,0
53066,afternoon,Monday,2,10,0,N,LAN,SCVD,0
53067,afternoon,Tuesday,3,10,0,N,LAN,SCVD,0
53071,afternoon,Monday,9,10,0,N,LAN,SCVD,0
53074,afternoon,Friday,13,10,0,N,LAN,SCVD,0
53075,afternoon,Sunday,15,10,0,N,LAN,SCVD,0
53078,afternoon,Thursday,19,10,0,N,LAN,SCVD,0
53080,afternoon,Sunday,22,10,0,N,LAN,SCVD,0
53082,afternoon,Tuesday,24,10,0,N,LAN,SCVD,0
53083,afternoon,Thursday,26,10,0,N,LAN,SCVD,0
53084,afternoon,Friday,27,10,0,N,LAN,SCVD,0
53086,afternoon,Monday,30,10,0,N,LAN,SCVD,0
53088,afternoon,Sunday,1,10,0,N,LAN,SCJO,0
53092,afternoon,Tuesday,10,10,0,N,LAN,SCJO,0
53093,afternoon,Friday,13,10,0,N,LAN,SCJO,0
53094,morning,Sunday,15,10,0,N,LAN,SCJO,0
53095,afternoon,Tuesday,17,10,0,N,LAN,SCJO,0
53096,afternoon,Friday,20,10,0,N,LAN,SCJO,0
53097,morning,Sunday,22,10,0,N,LAN,SCJO,0
53100,morning,Sunday,29,10,0,N,LAN,SCJO,0
53101,afternoon,Tuesday,31,10,0,N,LAN,SCJO,0
53102,morning,Sunday,1,10,0,N,LAN,SCTE,0
53103,morning,Monday,2,10,0,N,LAN,SCTE,0
53106,morning,Tuesday,10,10,0,N,LAN,SCTE,0
53107,morning,Monday,16,10,0,N,LAN,SCTE,0
53109,morning,Monday,23,10,0,N,LAN,SCTE,0
53110,morning,Tuesday,24,10,0,N,LAN,SCTE,0
53112,morning,Tuesday,31,10,0,N,LAN,SCTE,0
53113,morning,Sunday,1,10,0,N,LAN,SCTE,0
53115,morning,Wednesday,4,10,0,N,LAN,SCTE,0
53117,morning,Friday,6,10,0,N,LAN,SCTE,0
53119,morning,Wednesday,11,10,0,N,LAN,SCTE,0
53121,morning,Friday,13,10,0,N,LAN,SCTE,0
53122,morning,Saturday,14,10,0,N,LAN,SCTE,0
53123,morning,Sunday,15,10,0,N,LAN,SCTE,0
53125,morning,Wednesday,18,10,0,N,LAN,SCTE,0
53126,morning,Thursday,19,10,0,N,LAN,SCTE,0
53129,morning,Sunday,22,10,0,N,LAN,SCTE,0
53131,morning,Wednesday,25,10,0,N,LAN,SCTE,0
53132,morning,Thursday,26,10,0,N,LAN,SCTE,0
53134,morning,Saturday,28,10,0,N,LAN,SCTE,0
53135,morning,Monday,30,10,0,N,LAN,SCTE,0
53136,afternoon,Sunday,1,10,0,N,LAN,SCTE,0
53137,morning,Monday,2,10,0,N,LAN,SCTE,0
53139,morning,Tuesday,10,10,0,N,LAN,SCTE,0
53140,morning,Saturday,14,10,0,N,LAN,SCTE,0
53141,morning,Tuesday,17,10,0,N,LAN,SCTE,0
53142,morning,Saturday,21,10,0,N,LAN,SCTE,0
53147,morning,Tuesday,31,10,0,N,LAN,SCTE,0
53148,morning,Sunday,1,10,0,N,LAN,SCTE,0
53150,morning,Wednesday,4,10,0,N,LAN,SCTE,0
53151,morning,Thursday,5,10,0,N,LAN,SCTE,0
53152,morning,Friday,6,10,0,N,LAN,SCTE,0
53154,morning,Wednesday,11,10,0,N,LAN,SCTE,0
53155,morning,Thursday,12,10,0,N,LAN,SCTE,0
53156,afternoon,Monday,16,10,0,N,LAN,SCTE,0
53157,morning,Wednesday,18,10,0,N,LAN,SCTE,0
53159,morning,Friday,20,10,0,N,LAN,SCTE,0
53161,morning,Wednesday,25,10,0,N,LAN,SCTE,0
53162,morning,Thursday,26,10,0,N,LAN,SCTE,0
53166,afternoon,Tuesday,10,10,0,N,LAN,SCTE,0
53167,afternoon,Monday,16,10,0,N,LAN,SCTE,0
53168,afternoon,Tuesday,17,10,0,N,LAN,SCTE,0
53169,afternoon,Monday,23,10,0,N,LAN,SCTE,0
53170,afternoon,Tuesday,24,10,0,N,LAN,SCTE,0
53174,afternoon,Thursday,5,10,0,N,LAN,SCTE,0
53177,afternoon,Monday,9,10,0,N,LAN,SCTE,0
53180,afternoon,Friday,13,10,0,N,LAN,SCTE,0
53181,afternoon,Saturday,14,10,0,N,LAN,SCTE,0
53183,afternoon,Monday,16,10,0,N,LAN,SCTE,0
53186,afternoon,Saturday,21,10,0,N,LAN,SCTE,0
53187,afternoon,Sunday,22,10,0,N,LAN,SCTE,0
53188,afternoon,Monday,23,10,0,N,LAN,SCTE,0
53189,afternoon,Wednesday,25,10,0,N,LAN,SCTE,0
53191,afternoon,Friday,27,10,0,N,LAN,SCTE,0
53192,afternoon,Saturday,28,10,0,N,LAN,SCTE,0
53193,afternoon,Sunday,29,10,0,N,LAN,SCTE,0
53194,afternoon,Monday,30,10,0,N,LAN,SCTE,0
53195,night,Tuesday,3,10,0,N,LAN,SCTE,0
53197,night,Saturday,7,10,0,N,LAN,SCTE,0
53199,night,Tuesday,10,10,0,N,LAN,SCTE,0
53201,night,Sunday,15,10,0,N,LAN,SCTE,0
53203,night,Thursday,19,10,0,N,LAN,SCTE,0
53204,night,Saturday,21,10,0,N,LAN,SCTE,0
53205,night,Sunday,22,10,0,N,LAN,SCTE,0
53208,night,Sunday,29,10,0,N,LAN,SCTE,0
53213,morning,Thursday,5,10,0,N,LAN,SCBA,0
53219,morning,Thursday,12,10,0,N,LAN,SCBA,0
53221,morning,Saturday,14,10,0,N,LAN,SCBA,0
53227,morning,Friday,20,10,0,N,LAN,SCBA,0
53228,morning,Saturday,21,10,0,N,LAN,SCBA,0
53229,morning,Sunday,22,10,0,N,LAN,SCBA,0
53230,morning,Monday,23,10,0,N,LAN,SCBA,0
53231,morning,Tuesday,24,10,0,N,LAN,SCBA,0
53234,morning,Friday,27,10,0,N,LAN,SCBA,0
53236,morning,Tuesday,31,10,0,N,LAN,SCBA,0
53237,afternoon,Sunday,1,10,0,N,LAN,SCTE,0
53238,afternoon,Monday,2,10,0,N,LAN,SCTE,0
53239,afternoon,Tuesday,3,10,0,N,LAN,SCTE,0
53240,afternoon,Wednesday,4,10,0,N,LAN,SCTE,0
53243,afternoon,Saturday,7,10,0,N,LAN,SCTE,0
53244,afternoon,Sunday,8,10,0,N,LAN,SCTE,0
53245,afternoon,Monday,9,10,0,N,LAN,SCTE,0
53246,afternoon,Tuesday,10,10,0,N,LAN,SCTE,0
53248,afternoon,Thursday,12,10,0,N,LAN,SCTE,0
53250,afternoon,Saturday,14,10,0,N,LAN,SCTE,0
53251,afternoon,Sunday,15,10,0,N,LAN,SCTE,0
53252,afternoon,Monday,16,10,0,N,LAN,SCTE,0
53253,afternoon,Tuesday,17,10,0,N,LAN,SCTE,0
53254,afternoon,Wednesday,18,10,0,N,LAN,SCTE,0
53256,afternoon,Friday,20,10,0,N,LAN,SCTE,0
53258,afternoon,Sunday,22,10,0,N,LAN,SCTE,0
53259,afternoon,Monday,23,10,0,N,LAN,SCTE,0
53260,afternoon,Tuesday,24,10,0,N,LAN,SCTE,0
53262,afternoon,Thursday,26,10,0,N,LAN,SCTE,0
53263,afternoon,Friday,27,10,0,N,LAN,SCTE,0
53264,afternoon,Saturday,28,10,0,N,LAN,SCTE,0
53269,morning,Monday,2,10,0,N,LAN,SCBA,0
53270,morning,Tuesday,3,10,0,N,LAN,SCBA,0
53272,morning,Saturday,7,10,0,N,LAN,SCBA,0
53273,morning,Sunday,8,10,0,N,LAN,SCBA,0
53274,morning,Monday,9,10,0,N,LAN,SCBA,0
53275,morning,Tuesday,10,10,0,N,LAN,SCBA,0
53276,morning,Friday,13,10,0,N,LAN,SCBA,0
53277,morning,Saturday,14,10,0,N,LAN,SCBA,0
53278,morning,Monday,16,10,0,N,LAN,SCBA,0
53280,morning,Friday,20,10,0,N,LAN,SCBA,0
53282,morning,Monday,23,10,0,N,LAN,SCBA,0
53286,morning,Saturday,28,10,0,N,LAN,SCBA,0
53288,morning,Friday,6,10,0,N,LAN,SCTE,0
53289,morning,Friday,13,10,0,N,LAN,SCTE,0
53290,morning,Friday,20,10,0,N,LAN,SCTE,0
53291,morning,Sunday,1,10,0,N,LAN,SCBA,0
53295,afternoon,Wednesday,11,10,0,N,LAN,SCBA,0
53296,afternoon,Thursday,12,10,0,N,LAN,SCBA,0
53298,afternoon,Sunday,15,10,0,N,LAN,SCBA,0
53299,afternoon,Wednesday,18,10,0,N,LAN,SCBA,0
53300,afternoon,Thursday,19,10,0,N,LAN,SCBA,0
53301,afternoon,Friday,20,10,0,N,LAN,SCBA,0
53302,morning,Sunday,22,10,0,N,LAN,SCBA,0
53303,afternoon,Wednesday,25,10,0,N,LAN,SCBA,0
53304,afternoon,Thursday,26,10,0,N,LAN,SCBA,0
53306,morning,Sunday,1,10,0,N,LAN,SCCI,0
53307,morning,Monday,2,10,0,N,LAN,SCCI,0
53308,morning,Tuesday,3,10,0,N,LAN,SCCI,0
53309,morning,Wednesday,4,10,0,N,LAN,SCCI,0
53311,morning,Friday,6,10,0,N,LAN,SCCI,0
53312,morning,Saturday,7,10,0,N,LAN,SCCI,0
53313,morning,Sunday,8,10,0,N,LAN,SCCI,0
53314,morning,Monday,9,10,0,N,LAN,SCCI,0
53315,morning,Tuesday,10,10,0,N,LAN,SCCI,0
53316,morning,Wednesday,11,10,0,N,LAN,SCCI,0
53318,morning,Friday,13,10,0,N,LAN,SCCI,0
53319,morning,Saturday,14,10,0,N,LAN,SCCI,0
53321,morning,Monday,16,10,0,N,LAN,SCCI,0
53322,morning,Tuesday,17,10,0,N,LAN,SCCI,0
53323,morning,Wednesday,18,10,0,N,LAN,SCCI,0
53325,morning,Saturday,21,10,0,N,LAN,SCCI,0
53326,morning,Sunday,22,10,0,N,LAN,SCCI,0
53327,morning,Monday,23,10,0,N,LAN,SCCI,0
53329,morning,Wednesday,25,10,0,N,LAN,SCCI,0
53330,morning,Thursday,26,10,0,N,LAN,SCCI,0
53331,morning,Friday,27,10,0,N,LAN,SCCI,0
53332,morning,Saturday,28,10,0,N,LAN,SCCI,0
53333,morning,Sunday,29,10,0,N,LAN,SCCI,0
53334,morning,Monday,30,10,0,N,LAN,SCCI,0
53335,morning,Tuesday,31,10,0,N,LAN,SCCI,0
53336,morning,Sunday,1,10,0,N,LAN,SCCI,0
53337,afternoon,Tuesday,3,10,0,N,LAN,SCCI,0
53338,night,Thursday,5,10,0,N,LAN,SCCI,0
53339,afternoon,Tuesday,10,10,0,N,LAN,SCCI,0
53340,night,Thursday,12,10,0,N,LAN,SCCI,0
53342,afternoon,Tuesday,17,10,0,N,LAN,SCCI,0
53344,night,Sunday,22,10,0,N,LAN,SCCI,0
53345,afternoon,Tuesday,24,10,0,N,LAN,SCCI,0
53346,night,Thursday,26,10,0,N,LAN,SCCI,0
53347,night,Sunday,29,10,0,N,LAN,SCCI,0
53349,afternoon,Sunday,1,10,0,N,LAN,SCTE,0
53350,afternoon,Monday,2,10,0,N,LAN,SCTE,0
53352,afternoon,Wednesday,4,10,0,N,LAN,SCTE,0
53353,afternoon,Thursday,5,10,0,N,LAN,SCTE,0
53354,afternoon,Friday,6,10,0,N,LAN,SCTE,0
53355,afternoon,Saturday,7,10,0,N,LAN,SCTE,0
53356,afternoon,Sunday,8,10,0,N,LAN,SCTE,0
53358,afternoon,Tuesday,10,10,0,N,LAN,SCTE,0
53359,afternoon,Wednesday,11,10,0,N,LAN,SCTE,0
53360,afternoon,Thursday,12,10,0,N,LAN,SCTE,0
53363,afternoon,Sunday,15,10,0,N,LAN,SCTE,0
53364,afternoon,Monday,16,10,0,N,LAN,SCTE,0
53365,afternoon,Tuesday,17,10,0,N,LAN,SCTE,0
53366,afternoon,Wednesday,18,10,0,N,LAN,SCTE,0
53367,afternoon,Thursday,19,10,0,N,LAN,SCTE,0
53368,afternoon,Friday,20,10,0,N,LAN,SCTE,0
53370,afternoon,Sunday,22,10,0,N,LAN,SCTE,0
53374,afternoon,Thursday,26,10,0,N,LAN,SCTE,0
53375,afternoon,Friday,27,10,0,N,LAN,SCTE,0
53376,afternoon,Saturday,28,10,0,N,LAN,SCTE,0
53377,afternoon,Sunday,29,10,0,N,LAN,SCTE,0
53379,afternoon,Tuesday,31,10,0,N,LAN,SCTE,0
53380,night,Tuesday,3,10,0,N,LAN,SCTE,0
53381,night,Thursday,5,10,0,N,LAN,SCTE,0
53382,night,Tuesday,10,10,0,N,LAN,SCTE,0
53383,night,Thursday,12,10,0,N,LAN,SCTE,0
53385,night,Tuesday,17,10,0,N,LAN,SCTE,0
53387,night,Sunday,22,10,0,N,LAN,SCTE,0
53388,night,Tuesday,24,10,0,N,LAN,SCTE,0
53389,night,Thursday,26,10,0,N,LAN,SCTE,0
53390,night,Sunday,29,10,0,N,LAN,SCTE,0
53391,night,Tuesday,31,10,0,N,LAN,SCTE,0
53393,morning,Wednesday,4,10,0,N,LAN,SCCI,0
53394,morning,Wednesday,11,10,0,N,LAN,SCCI,0
53395,morning,Wednesday,18,10,0,N,LAN,SCCI,0
53396,morning,Wednesday,25,10,0,N,LAN,SCCI,0
53400,morning,Wednesday,4,10,0,N,LAN,SCCI,0
53402,morning,Saturday,7,10,0,N,LAN,SCCI,0
53403,morning,Sunday,8,10,0,N,LAN,SCCI,0
53404,morning,Monday,9,10,0,N,LAN,SCCI,0
53405,morning,Tuesday,10,10,0,N,LAN,SCCI,0
53406,morning,Wednesday,11,10,0,N,LAN,SCCI,0
53407,morning,Thursday,12,10,0,N,LAN,SCCI,0
53408,morning,Friday,13,10,0,N,LAN,SCCI,0
53409,morning,Saturday,14,10,0,N,LAN,SCCI,0
53410,morning,Sunday,15,10,0,N,LAN,SCCI,0
53412,morning,Tuesday,17,10,0,N,LAN,SCCI,0
53413,morning,Wednesday,18,10,0,N,LAN,SCCI,0
53414,morning,Thursday,19,10,0,N,LAN,SCCI,0
53415,morning,Friday,20,10,0,N,LAN,SCCI,0
53417,morning,Sunday,22,10,0,N,LAN,SCCI,0
53420,morning,Wednesday,25,10,0,N,LAN,SCCI,0
53422,morning,Friday,27,10,0,N,LAN,SCCI,0
53423,morning,Saturday,28,10,0,N,LAN,SCCI,0
53424,morning,Sunday,29,10,0,N,LAN,SCCI,0
53426,morning,Tuesday,31,10,0,N,LAN,SCCI,0
53427,afternoon,Wednesday,4,10,0,N,LAN,SCCI,0
53428,night,Monday,9,10,0,N,LAN,SCCI,0
53429,afternoon,Wednesday,11,10,0,N,LAN,SCCI,0
53431,afternoon,Wednesday,25,10,0,N,LAN,SCCI,0
53432,afternoon,Monday,2,10,0,N,LAN,SCCI,0
53433,afternoon,Tuesday,3,10,0,N,LAN,SCCI,0
53434,afternoon,Thursday,5,10,0,N,LAN,SCCI,0
53435,afternoon,Saturday,7,10,0,N,LAN,SCCI,0
53437,afternoon,Tuesday,10,10,0,N,LAN,SCCI,0
53438,afternoon,Thursday,12,10,0,N,LAN,SCCI,0
53439,afternoon,Saturday,14,10,0,N,LAN,SCCI,0
53440,afternoon,Monday,16,10,0,N,LAN,SCCI,0
53441,afternoon,Tuesday,17,10,0,N,LAN,SCCI,0
53442,afternoon,Thursday,19,10,0,N,LAN,SCCI,0
53443,afternoon,Saturday,21,10,0,N,LAN,SCCI,0
53444,afternoon,Monday,23,10,0,N,LAN,SCCI,0
53445,afternoon,Tuesday,24,10,0,N,LAN,SCCI,0
53446,afternoon,Thursday,26,10,0,N,LAN,SCCI,0
53448,afternoon,Tuesday,31,10,0,N,LAN,SCCI,0
53449,morning,Sunday,1,10,0,N,LAN,SCSE,0
53451,morning,Tuesday,3,10,0,N,LAN,SCSE,0
53452,morning,Wednesday,4,10,0,N,LAN,SCSE,0
53453,morning,Thursday,5,10,0,N,LAN,SCSE,0
53455,morning,Saturday,7,10,0,N,LAN,SCSE,0
53456,morning,Monday,9,10,0,N,LAN,SCSE,0
53457,morning,Tuesday,10,10,0,N,LAN,SCSE,0
53458,morning,Wednesday,11,10,0,N,LAN,SCSE,0
53459,morning,Thursday,12,10,0,N,LAN,SCSE,0
53460,morning,Friday,13,10,0,N,LAN,SCSE,0
53461,morning,Saturday,14,10,0,N,LAN,SCSE,0
53462,morning,Sunday,15,10,0,N,LAN,SCSE,0
53464,morning,Tuesday,17,10,0,N,LAN,SCSE,0
53465,morning,Wednesday,18,10,0,N,LAN,SCSE,0
53466,morning,Thursday,19,10,0,N,LAN,SCSE,0
53468,morning,Saturday,21,10,0,N,LAN,SCSE,0
53470,morning,Monday,23,10,0,N,LAN,SCSE,0
53471,morning,Tuesday,24,10,0,N,LAN,SCSE,0
53472,morning,Wednesday,25,10,0,N,LAN,SCSE,0
53474,morning,Friday,27,10,0,N,LAN,SCSE,0
53475,morning,Saturday,28,10,0,N,LAN,SCSE,0
53476,morning,Sunday,29,10,0,N,LAN,SCSE,0
53479,afternoon,Sunday,1,10,0,N,LAN,SCSE,0
53482,afternoon,Wednesday,4,10,0,N,LAN,SCSE,0
53483,afternoon,Sunday,8,10,0,N,LAN,SCSE,0
53484,afternoon,Monday,9,10,0,N,LAN,SCSE,0
53485,morning,Tuesday,10,10,0,N,LAN,SCSE,0
53487,morning,Saturday,14,10,0,N,LAN,SCSE,0
53488,afternoon,Sunday,15,10,0,N,LAN,SCSE,0
53492,morning,Saturday,21,10,0,N,LAN,SCSE,0
53493,afternoon,Sunday,22,10,0,N,LAN,SCSE,0
53495,morning,Tuesday,24,10,0,N,LAN,SCSE,0
53496,afternoon,Wednesday,25,10,0,N,LAN,SCSE,0
53498,afternoon,Sunday,1,10,0,N,LAN,SCSE,0
53499,morning,Thursday,5,10,0,N,LAN,SCSE,0
53501,morning,Thursday,12,10,0,N,LAN,SCSE,0
53502,afternoon,Friday,13,10,0,N,LAN,SCSE,0
53505,afternoon,Friday,20,10,0,N,LAN,SCSE,0
53506,afternoon,Sunday,22,10,0,N,LAN,SCSE,0
53511,afternoon,Monday,2,10,0,N,LAN,SCSE,0
53513,afternoon,Wednesday,4,10,0,N,LAN,SCSE,0
53514,afternoon,Thursday,5,10,0,N,LAN,SCSE,0
53518,afternoon,Tuesday,10,10,0,N,LAN,SCSE,0
53522,afternoon,Sunday,15,10,0,N,LAN,SCSE,0
53523,afternoon,Monday,16,10,0,N,LAN,SCSE,0
53526,afternoon,Thursday,19,10,0,N,LAN,SCSE,0
53528,afternoon,Saturday,21,10,0,N,LAN,SCSE,0
53530,afternoon,Monday,23,10,0,N,LAN,SCSE,0
53532,afternoon,Wednesday,25,10,0,N,LAN,SCSE,0
53534,afternoon,Friday,27,10,0,N,LAN,SCSE,0
53536,afternoon,Sunday,29,10,0,N,LAN,SCSE,0
53537,night,Sunday,1,10,0,N,LAN,SCSE,0
53540,night,Wednesday,4,10,0,N,LAN,SCSE,0
53542,night,Friday,6,10,0,N,LAN,SCSE,0
53543,night,Sunday,8,10,0,N,LAN,SCSE,0
53544,night,Monday,9,10,0,N,LAN,SCSE,0
53545,night,Tuesday,10,10,0,N,LAN,SCSE,0
53549,night,Sunday,15,10,0,N,LAN,SCSE,0
53550,night,Monday,16,10,0,N,LAN,SCSE,0
53551,night,Tuesday,17,10,0,N,LAN,SCSE,0
53552,night,Wednesday,18,10,0,N,LAN,SCSE,0
53555,night,Sunday,22,10,0,N,LAN,SCSE,0
53558,night,Wednesday,25,10,0,N,LAN,SCSE,0
53559,night,Thursday,26,10,0,N,LAN,SCSE,0
53560,night,Friday,27,10,0,N,LAN,SCSE,0
53561,night,Sunday,29,10,0,N,LAN,SCSE,0
53562,night,Monday,30,10,0,N,LAN,SCSE,0
53564,morning,Monday,2,10,0,N,LAN,SCAT,0
53565,morning,Monday,16,10,0,N,LAN,SCAT,0
53566,morning,Monday,23,10,0,N,LAN,SCAT,0
53568,morning,Sunday,1,10,0,N,LAN,SCAT,0
53569,afternoon,Tuesday,3,10,0,N,LAN,SCAT,0
53571,afternoon,Friday,6,10,0,N,LAN,SCAT,0
53572,afternoon,Sunday,8,10,0,N,LAN,SCAT,0
53573,afternoon,Tuesday,10,10,0,N,LAN,SCAT,0
53574,afternoon,Thursday,12,10,0,N,LAN,SCAT,0
53575,afternoon,Saturday,14,10,0,N,LAN,SCAT,0
53576,afternoon,Sunday,15,10,0,N,LAN,SCAT,0
53577,afternoon,Tuesday,17,10,0,N,LAN,SCAT,0
53578,afternoon,Thursday,19,10,0,N,LAN,SCAT,0
53580,afternoon,Saturday,21,10,0,N,LAN,SCAT,0
53581,afternoon,Sunday,22,10,0,N,LAN,SCAT,0
53582,afternoon,Tuesday,24,10,0,N,LAN,SCAT,0
53584,afternoon,Sunday,29,10,0,N,LAN,SCAT,0
53585,afternoon,Wednesday,4,10,0,N,LAN,SCAT,0
53586,afternoon,Wednesday,11,10,0,N,LAN,SCAT,0
53587,afternoon,Wednesday,18,10,0,N,LAN,SCAT,0
53588,afternoon,Wednesday,25,10,0,N,LAN,SCAT,0
53592,afternoon,Friday,6,10,0,N,LAN,SCAT,0
53594,afternoon,Thursday,12,10,0,N,LAN,SCAT,0
53595,afternoon,Friday,13,10,0,N,LAN,SCAT,0
53597,afternoon,Wednesday,18,10,0,N,LAN,SCAT,0
53598,afternoon,Thursday,19,10,0,N,LAN,SCAT,0
53600,afternoon,Sunday,22,10,0,N,LAN,SCAT,0
53603,afternoon,Sunday,29,10,0,N,LAN,SCAT,0
53604,afternoon,Monday,2,10,0,N,LAN,SCAT,0
53605,night,Tuesday,3,10,0,N,LAN,SCAT,0
53606,afternoon,Thursday,5,10,0,N,LAN,SCAT,0
53610,afternoon,Monday,16,10,0,N,LAN,SCAT,0
53613,afternoon,Monday,23,10,0,N,LAN,SCAT,0
53614,night,Tuesday,24,10,0,N,LAN,SCAT,0
53616,afternoon,Monday,30,10,0,N,LAN,SCAT,0
53617,night,Tuesday,31,10,0,N,LAN,SCAT,0
53623,afternoon,Friday,6,10,0,N,LAN,SCFA,0
53625,night,Tuesday,10,10,0,N,LAN,SCFA,0
53626,night,Wednesday,11,10,0,N,LAN,SCFA,0
53629,night,Sunday,15,10,0,N,LAN,SCFA,0
53632,night,Wednesday,18,10,0,N,LAN,SCFA,0
53635,night,Sunday,22,10,0,N,LAN,SCFA,0
53636,night,Monday,23,10,0,N,LAN,SCFA,0
53638,night,Wednesday,25,10,0,N,LAN,SCFA,0
53640,night,Sunday,29,10,0,N,LAN,SCFA,0
53641,night,Monday,30,10,0,N,LAN,SCFA,0
53643,night,Sunday,1,10,0,N,LAN,SCFA,0
53644,afternoon,Tuesday,3,10,0,N,LAN,SCFA,0
53645,afternoon,Thursday,5,10,0,N,LAN,SCFA,0
53647,afternoon,Tuesday,10,10,0,N,LAN,SCFA,0
53649,afternoon,Friday,13,10,0,N,LAN,SCFA,0
53652,afternoon,Thursday,19,10,0,N,LAN,SCFA,0
53653,afternoon,Friday,20,10,0,N,LAN,SCFA,0
53654,night,Sunday,22,10,0,N,LAN,SCFA,0
53655,afternoon,Tuesday,24,10,0,N,LAN,SCFA,0
53659,afternoon,Tuesday,31,10,0,N,LAN,SCFA,0
53664,night,Tuesday,17,10,0,N,LAN,SCFA,0
53665,night,Sunday,22,10,0,N,LAN,SCFA,0
53666,night,Tuesday,24,10,0,N,LAN,SCFA,0
53667,night,Sunday,29,10,0,N,LAN,SCFA,0
53668,night,Tuesday,31,10,0,N,LAN,SCFA,0
53669,night,Sunday,1,10,0,N,LAN,SCFA,0
53672,night,Wednesday,4,10,0,N,LAN,SCFA,0
53675,night,Tuesday,10,10,0,N,LAN,SCFA,0
53676,night,Wednesday,11,10,0,N,LAN,SCFA,0
53677,night,Thursday,12,10,0,N,LAN,SCFA,0
53681,night,Wednesday,18,10,0,N,LAN,SCFA,0
53683,night,Friday,20,10,0,N,LAN,SCFA,0
53684,night,Monday,23,10,0,N,LAN,SCFA,0
53685,night,Tuesday,24,10,0,N,LAN,SCFA,0
53686,night,Wednesday,25,10,0,N,LAN,SCFA,0
53688,night,Friday,27,10,0,N,LAN,SCFA,0
53689,night,Monday,30,10,0,N,LAN,SCFA,0
